age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,y,contact_cellular,contact_telephone,contact_unknown,duration_contact_cellular,duration_contact_telephone,duration_contact_unknown,above_median_duration
32,unemployed,single,tertiary,no,336.0,yes,no,8,may,139,1,no,False,False,True,0,0,139,0
32,management,single,tertiary,no,131.0,no,no,3,jun,267,3,no,False,False,True,0,0,267,1
43,management,married,tertiary,no,348.0,no,yes,15,may,88,3,no,True,False,False,88,0,0,0
55,admin.,married,secondary,no,1102.0,yes,no,15,may,126,2,no,False,False,True,0,0,126,0
24,admin.,single,secondary,no,926.0,yes,yes,15,may,191,1,no,True,False,False,191,0,0,1
57,management,married,tertiary,no,0.0,no,no,19,may,188,4,no,True,False,False,188,0,0,1
38,technician,single,secondary,no,173.0,no,no,29,aug,150,4,no,True,False,False,150,0,0,0
26,services,single,secondary,yes,-162.0,yes,no,15,may,44,2,no,True,False,False,44,0,0,0
55,services,divorced,tertiary,no,1983.0,yes,no,19,nov,123,1,no,False,True,False,0,123,0,0
34,blue-collar,married,secondary,no,326.0,yes,yes,16,may,150,2,no,False,False,True,0,0,150,0
36,management,single,tertiary,no,1283.0,no,no,18,aug,92,5,no,True,False,False,92,0,0,0
52,blue-collar,married,primary,no,36.0,no,no,13,aug,109,2,no,True,False,False,109,0,0,0
26,management,single,tertiary,no,1177.0,no,no,16,oct,116,1,no,True,False,False,116,0,0,0
52,entrepreneur,married,secondary,no,0.0,no,no,7,aug,82,2,no,True,False,False,82,0,0,0
29,self-employed,married,tertiary,no,1.0,no,no,18,jul,167,3,no,True,False,False,167,0,0,1
48,technician,married,secondary,no,178.0,yes,no,17,jun,320,4,no,False,False,True,0,0,320,1
35,blue-collar,married,secondary,no,444.0,yes,no,15,apr,244,3,no,True,False,False,244,0,0,1
26,services,single,secondary,no,209.0,yes,no,22,jul,319,2,no,True,False,False,319,0,0,1
31,admin.,married,secondary,no,0.0,yes,yes,18,nov,79,3,no,True,False,False,79,0,0,0
48,unemployed,married,primary,no,1420.0,no,no,6,jun,29,4,no,False,False,True,0,0,29,0
48,technician,married,secondary,no,427.0,no,no,14,may,201,1,no,False,False,True,0,0,201,1
53,management,married,tertiary,no,146.0,no,no,30,may,150,1,no,False,False,True,0,0,150,0
59,retired,divorced,secondary,no,319.0,no,no,24,jul,129,1,no,True,False,False,129,0,0,0
28,unemployed,single,secondary,no,304.0,no,no,14,jun,516,1,no,True,False,False,516,0,0,1
41,blue-collar,married,primary,no,389.0,yes,no,16,jun,127,2,no,False,False,True,0,0,127,0
50,management,single,primary,no,766.0,yes,no,17,jun,174,2,no,False,False,True,0,0,174,1
31,admin.,married,secondary,no,0.0,yes,no,29,jul,82,5,no,True,False,False,82,0,0,0
59,admin.,divorced,secondary,no,174.0,yes,no,16,may,204,1,no,False,False,True,0,0,204,1
33,technician,divorced,secondary,yes,-305.0,no,yes,9,may,109,1,no,False,False,True,0,0,109,0
35,management,married,secondary,no,670.0,no,no,9,jul,378,1,no,True,False,False,378,0,0,1
41,services,single,primary,no,79.0,yes,no,15,may,317,1,no,True,False,False,317,0,0,1
24,services,married,secondary,yes,110.0,yes,no,23,may,27,1,no,False,False,True,0,0,27,0
33,self-employed,single,secondary,no,238.0,yes,yes,5,feb,45,5,no,True,False,False,45,0,0,0
41,admin.,divorced,secondary,no,1088.0,yes,no,28,jan,138,1,no,True,False,False,138,0,0,0
38,blue-collar,divorced,secondary,no,889.0,no,yes,18,jun,362,1,no,False,False,True,0,0,362,1
48,blue-collar,married,primary,no,750.0,yes,no,18,may,90,6,no,True,False,False,90,0,0,0
34,technician,single,secondary,no,0.0,yes,yes,16,may,214,1,no,False,False,True,0,0,214,1
33,technician,married,secondary,no,1844.0,yes,no,29,may,241,3,no,False,False,True,0,0,241,1
40,management,married,tertiary,no,89.0,yes,yes,9,feb,148,6,no,False,True,False,0,148,0,1
32,technician,single,secondary,no,0.0,no,no,21,aug,126,2,no,True,False,False,126,0,0,0
33,blue-collar,married,secondary,no,625.0,yes,no,28,may,410,1,no,False,False,True,0,0,410,1
55,technician,married,unknown,no,574.0,yes,no,29,jan,243,2,no,True,False,False,243,0,0,1
58,management,married,primary,no,320.0,yes,no,30,may,171,2,no,True,False,False,171,0,0,1
25,technician,single,tertiary,no,468.0,yes,no,15,may,147,1,no,False,False,True,0,0,147,0
47,services,married,secondary,no,440.0,yes,no,12,jun,91,1,no,False,False,True,0,0,91,0
58,retired,married,primary,no,1987.0,no,no,14,jul,185,4,no,False,True,False,0,185,0,1
40,self-employed,married,tertiary,no,642.0,no,no,18,nov,147,3,no,True,False,False,147,0,0,0
47,management,married,tertiary,no,2306.0,no,no,6,aug,239,4,yes,False,True,False,0,239,0,1
50,blue-collar,married,primary,no,-1.0,no,no,19,aug,195,2,no,True,False,False,195,0,0,1
58,management,single,tertiary,no,331.0,no,yes,28,jul,82,3,no,True,False,False,82,0,0,0
28,self-employed,single,tertiary,no,0.0,yes,no,21,jul,479,1,no,True,False,False,479,0,0,1
41,technician,married,secondary,no,0.0,no,no,29,aug,141,2,no,True,False,False,141,0,0,0
30,management,married,tertiary,no,151.0,no,no,19,aug,82,4,no,True,False,False,82,0,0,0
27,services,single,secondary,no,266.0,no,yes,7,jul,232,1,no,True,False,False,232,0,0,1
48,management,married,tertiary,no,0.0,no,no,26,aug,60,5,no,True,False,False,60,0,0,0
36,technician,married,tertiary,no,491.0,yes,no,8,may,103,3,no,False,False,True,0,0,103,0
54,management,married,tertiary,no,3.0,no,yes,8,jul,443,1,no,True,False,False,443,0,0,1
36,blue-collar,married,secondary,no,198.0,yes,no,9,may,400,2,no,False,False,True,0,0,400,1
32,management,single,tertiary,no,28.0,no,no,8,aug,111,2,no,True,False,False,111,0,0,0
33,management,single,tertiary,no,335.0,no,no,29,aug,130,4,no,True,False,False,130,0,0,0
51,housemaid,married,unknown,no,174.0,no,no,29,jul,308,3,no,False,True,False,0,308,0,1
39,unemployed,married,secondary,no,270.0,yes,no,3,jun,116,1,no,False,False,True,0,0,116,0
44,management,single,tertiary,no,1206.0,no,no,9,jul,160,2,no,True,False,False,160,0,0,0
25,technician,married,tertiary,no,914.0,yes,no,12,may,185,2,no,True,False,False,185,0,0,1
54,technician,married,secondary,no,89.0,yes,no,10,jul,140,3,no,True,False,False,140,0,0,0
31,admin.,single,secondary,no,68.0,yes,no,16,apr,264,2,no,True,False,False,264,0,0,1
45,technician,married,secondary,no,-149.0,yes,no,14,jul,287,2,no,True,False,False,287,0,0,1
44,management,divorced,tertiary,no,0.0,no,no,22,aug,54,2,no,True,False,False,54,0,0,0
26,blue-collar,single,secondary,no,179.0,no,no,30,jul,103,3,no,True,False,False,103,0,0,0
48,blue-collar,married,primary,no,199.0,no,no,18,aug,29,2,no,False,True,False,0,29,0,0
60,blue-collar,married,unknown,no,231.0,yes,no,12,may,57,2,no,False,False,True,0,0,57,0
27,admin.,divorced,secondary,no,76.0,yes,no,4,jun,236,1,no,False,False,True,0,0,236,1
30,unemployed,single,tertiary,no,302.0,no,no,11,feb,528,3,yes,True,False,False,528,0,0,1
28,admin.,single,secondary,no,189.0,yes,no,31,jul,68,2,no,True,False,False,68,0,0,0
37,entrepreneur,married,tertiary,no,310.0,no,no,1,sep,76,1,no,True,False,False,76,0,0,0
36,services,married,secondary,no,1746.0,yes,no,16,may,99,1,no,False,False,True,0,0,99,0
52,unemployed,married,primary,no,-110.0,no,yes,29,jan,141,1,no,True,False,False,141,0,0,0
36,blue-collar,single,secondary,no,35.0,yes,no,3,jun,435,3,no,False,False,True,0,0,435,1
47,blue-collar,married,primary,no,292.0,no,yes,28,jul,210,3,no,False,True,False,0,210,0,1
43,technician,married,secondary,no,50.0,no,no,28,may,63,1,no,False,False,True,0,0,63,0
44,blue-collar,married,secondary,no,-674.0,yes,no,5,may,257,1,no,False,False,True,0,0,257,1
57,retired,married,tertiary,no,1180.0,yes,yes,14,may,191,2,no,False,False,True,0,0,191,1
36,admin.,single,secondary,no,319.0,yes,no,18,may,120,2,no,True,False,False,120,0,0,0
51,technician,married,tertiary,no,1315.0,no,no,5,jun,303,2,no,False,True,False,0,303,0,1
31,technician,single,tertiary,no,424.0,no,no,21,aug,93,2,no,True,False,False,93,0,0,0
56,blue-collar,married,primary,no,151.0,no,no,3,feb,128,1,no,True,False,False,128,0,0,0
30,technician,single,tertiary,no,-970.0,no,yes,21,aug,194,2,no,True,False,False,194,0,0,1
38,services,married,secondary,no,-762.0,yes,yes,30,may,408,2,no,False,False,True,0,0,408,1
35,services,married,secondary,no,181.0,yes,no,31,jul,5,3,no,True,False,False,5,0,0,0
31,blue-collar,married,unknown,no,-120.0,yes,no,17,jul,231,2,no,True,False,False,231,0,0,1
39,admin.,divorced,secondary,no,1022.0,yes,no,20,jun,20,3,no,False,False,True,0,0,20,0
39,technician,married,tertiary,no,209.0,no,no,23,jul,36,2,no,False,False,True,0,0,36,0
55,technician,married,secondary,no,0.0,no,no,19,nov,336,1,no,True,False,False,336,0,0,1
43,blue-collar,divorced,primary,no,328.0,no,yes,8,jul,192,1,no,True,False,False,192,0,0,1
51,self-employed,married,primary,no,307.0,yes,yes,17,jun,65,2,no,False,False,True,0,0,65,0
53,technician,married,secondary,no,719.0,yes,no,14,may,230,1,no,False,False,True,0,0,230,1
44,management,divorced,tertiary,no,0.0,no,no,10,aug,71,1,no,True,False,False,71,0,0,0
36,management,married,tertiary,no,0.0,yes,no,27,may,145,2,no,False,False,True,0,0,145,0
30,management,single,tertiary,no,149.0,yes,no,3,jun,220,2,no,False,False,True,0,0,220,1
33,entrepreneur,married,secondary,no,-118.0,yes,yes,27,may,421,3,no,False,False,True,0,0,421,1
41,unemployed,married,tertiary,no,1666.0,yes,no,9,jun,291,3,no,False,False,True,0,0,291,1
29,technician,married,secondary,no,0.0,yes,no,28,jul,83,6,no,True,False,False,83,0,0,0
47,management,married,secondary,no,51.0,yes,yes,16,may,312,1,no,False,False,True,0,0,312,1
30,management,single,secondary,yes,447.0,no,no,14,may,103,6,no,False,False,True,0,0,103,0
34,admin.,married,secondary,no,396.0,yes,no,16,jul,101,3,no,True,False,False,101,0,0,0
50,technician,married,secondary,no,0.0,no,no,7,jul,152,2,no,True,False,False,152,0,0,0
39,blue-collar,married,secondary,no,293.0,yes,no,23,may,160,3,no,False,False,True,0,0,160,0
36,technician,married,secondary,no,474.0,yes,no,27,may,59,1,no,False,False,True,0,0,59,0
36,technician,married,tertiary,no,0.0,no,no,22,aug,147,2,no,True,False,False,147,0,0,0
29,services,married,secondary,no,308.0,yes,no,28,may,75,1,no,False,False,True,0,0,75,0
55,management,married,tertiary,no,0.0,yes,no,14,may,159,2,no,False,False,True,0,0,159,0
31,admin.,single,secondary,no,757.0,no,no,3,feb,343,2,no,True,False,False,343,0,0,1
45,management,single,tertiary,no,16.0,no,no,31,jul,59,2,no,True,False,False,59,0,0,0
42,blue-collar,married,secondary,no,-422.0,no,no,9,jul,31,1,no,True,False,False,31,0,0,0
45,admin.,married,secondary,no,248.0,no,no,16,jul,212,2,no,True,False,False,212,0,0,1
47,technician,married,primary,no,145.0,yes,no,16,may,157,6,no,False,False,True,0,0,157,0
60,retired,divorced,secondary,no,598.0,no,yes,8,jul,96,1,no,True,False,False,96,0,0,0
35,management,married,tertiary,no,949.0,yes,no,27,may,245,2,no,False,False,True,0,0,245,1
31,technician,single,tertiary,no,614.0,no,no,11,aug,72,4,no,True,False,False,72,0,0,0
51,blue-collar,married,secondary,no,1840.0,yes,no,18,aug,312,3,no,True,False,False,312,0,0,1
29,services,married,secondary,no,182.0,yes,no,13,may,38,3,no,True,False,False,38,0,0,0
31,blue-collar,married,secondary,no,401.0,no,no,14,aug,96,3,no,True,False,False,96,0,0,0
44,technician,divorced,unknown,no,759.0,yes,no,23,may,397,1,no,False,False,True,0,0,397,1
35,student,single,unknown,no,0.0,no,no,28,jan,122,3,no,False,True,False,0,122,0,0
54,retired,married,secondary,no,153.0,yes,yes,26,may,74,1,no,False,False,True,0,0,74,0
32,management,married,tertiary,no,553.0,yes,no,22,jul,72,1,no,True,False,False,72,0,0,0
36,management,divorced,tertiary,no,1057.0,no,no,5,feb,383,2,no,True,False,False,383,0,0,1
60,retired,married,secondary,no,78.0,yes,no,12,may,113,3,no,False,False,True,0,0,113,0
32,technician,single,secondary,no,-28.0,no,yes,4,jul,400,1,no,False,False,True,0,0,400,1
34,blue-collar,married,primary,no,428.0,yes,no,18,may,59,2,no,True,False,False,59,0,0,0
45,admin.,divorced,unknown,no,998.0,yes,no,30,jul,38,2,no,False,True,False,0,38,0,0
48,blue-collar,single,secondary,no,312.0,yes,yes,3,feb,369,2,no,True,False,False,369,0,0,1
36,management,single,secondary,no,0.0,no,no,13,aug,333,5,no,True,False,False,333,0,0,1
31,technician,single,secondary,no,691.0,yes,no,8,may,198,1,no,True,False,False,198,0,0,1
30,self-employed,single,secondary,no,192.0,no,no,22,jul,423,1,no,True,False,False,423,0,0,1
57,retired,married,tertiary,no,0.0,no,no,12,aug,116,4,no,True,False,False,116,0,0,0
44,management,married,tertiary,no,1242.0,yes,no,6,aug,384,6,no,True,False,False,384,0,0,1
52,technician,married,secondary,no,64.0,no,no,29,aug,20,2,no,False,True,False,0,20,0,0
32,management,single,secondary,no,1420.0,yes,no,2,jun,258,1,no,False,False,True,0,0,258,1
36,technician,single,secondary,no,0.0,no,no,29,aug,85,6,no,True,False,False,85,0,0,0
26,blue-collar,married,secondary,no,128.0,no,no,4,jul,355,1,no,False,False,True,0,0,355,1
37,blue-collar,married,secondary,no,196.0,yes,no,5,jun,66,3,no,False,False,True,0,0,66,0
34,technician,married,secondary,no,351.0,yes,no,18,jul,467,1,no,True,False,False,467,0,0,1
30,management,single,tertiary,yes,35.0,no,no,30,jul,185,4,no,True,False,False,185,0,0,1
27,technician,single,secondary,no,235.0,yes,no,12,may,13,5,no,True,False,False,13,0,0,0
33,blue-collar,single,primary,no,92.0,yes,no,9,may,127,1,no,False,False,True,0,0,127,0
37,blue-collar,married,secondary,no,67.0,no,no,3,jun,45,2,no,False,False,True,0,0,45,0
33,management,single,tertiary,no,349.0,no,no,22,aug,182,1,no,True,False,False,182,0,0,1
46,management,divorced,secondary,no,558.0,no,no,19,aug,126,6,no,True,False,False,126,0,0,0
30,blue-collar,single,secondary,yes,239.0,yes,no,21,may,412,1,yes,False,False,True,0,0,412,1
42,blue-collar,married,secondary,no,179.0,yes,no,17,nov,96,1,no,True,False,False,96,0,0,0
33,management,single,tertiary,no,-67.0,yes,no,5,may,364,1,no,False,False,True,0,0,364,1
29,blue-collar,single,secondary,no,770.0,yes,no,17,apr,341,1,no,True,False,False,341,0,0,1
38,unemployed,married,secondary,no,-673.0,yes,no,26,may,364,1,no,False,False,True,0,0,364,1
36,blue-collar,divorced,primary,no,1420.0,yes,no,2,jun,123,4,no,False,False,True,0,0,123,0
38,self-employed,married,tertiary,no,846.0,no,no,2,jun,253,1,no,True,False,False,253,0,0,1
44,management,married,secondary,yes,0.0,yes,no,11,jul,96,2,no,True,False,False,96,0,0,0
31,services,single,secondary,no,31.0,yes,yes,26,may,501,2,no,False,False,True,0,0,501,1
37,blue-collar,married,primary,no,543.0,yes,no,21,may,281,1,no,False,False,True,0,0,281,1
50,blue-collar,married,secondary,no,253.0,yes,yes,5,may,475,2,no,True,False,False,475,0,0,1
48,blue-collar,married,secondary,no,1738.0,yes,no,15,apr,349,1,no,True,False,False,349,0,0,1
36,blue-collar,married,secondary,no,199.0,yes,no,9,jul,183,1,no,True,False,False,183,0,0,1
49,technician,single,secondary,no,-97.0,yes,no,6,jun,92,2,no,False,False,True,0,0,92,0
35,management,divorced,tertiary,no,473.0,no,yes,5,aug,37,2,no,True,False,False,37,0,0,0
46,blue-collar,married,secondary,no,781.0,no,no,13,may,152,1,no,False,False,True,0,0,152,0
49,blue-collar,married,primary,no,1032.0,yes,no,2,jun,41,5,no,False,False,True,0,0,41,0
32,blue-collar,married,secondary,no,119.0,no,no,4,may,20,5,no,True,False,False,20,0,0,0
57,retired,divorced,secondary,no,-331.0,yes,no,6,may,531,1,no,False,False,True,0,0,531,1
59,management,married,tertiary,no,1585.0,no,no,28,aug,91,5,no,False,True,False,0,91,0,0
35,admin.,married,secondary,yes,0.0,no,yes,4,jul,105,3,no,False,False,True,0,0,105,0
29,self-employed,married,secondary,no,-76.0,yes,no,27,may,305,2,no,False,False,True,0,0,305,1
32,services,single,secondary,no,152.0,yes,no,25,may,158,2,yes,True,False,False,158,0,0,0
49,unemployed,married,primary,no,-384.0,yes,no,27,may,25,1,no,False,False,True,0,0,25,0
45,technician,married,unknown,no,473.0,yes,no,27,may,147,1,no,False,False,True,0,0,147,0
42,entrepreneur,married,primary,no,149.0,no,no,20,aug,94,2,no,True,False,False,94,0,0,0
41,blue-collar,single,secondary,no,79.0,no,yes,20,nov,104,1,no,True,False,False,104,0,0,0
43,unemployed,married,tertiary,no,58.0,yes,no,16,feb,48,4,no,True,False,False,48,0,0,0
41,technician,married,tertiary,no,532.0,yes,no,9,jul,74,1,no,True,False,False,74,0,0,0
35,blue-collar,married,primary,no,422.0,yes,no,14,may,73,1,no,True,False,False,73,0,0,0
51,housemaid,married,secondary,no,30.0,yes,no,14,jul,333,2,no,True,False,False,333,0,0,1
37,self-employed,married,tertiary,no,137.0,no,no,13,aug,244,6,no,True,False,False,244,0,0,1
23,services,single,secondary,no,250.0,yes,no,18,may,222,1,no,True,False,False,222,0,0,1
37,blue-collar,married,secondary,no,140.0,yes,yes,7,may,490,1,no,True,False,False,490,0,0,1
37,management,married,tertiary,no,410.0,no,no,29,jan,337,2,no,True,False,False,337,0,0,1
47,services,married,secondary,no,1420.0,yes,no,9,jul,250,1,no,False,True,False,0,250,0,1
44,blue-collar,married,secondary,no,878.0,yes,no,2,jun,130,1,no,True,False,False,130,0,0,0
35,technician,single,tertiary,no,2288.0,no,no,28,may,32,2,no,False,True,False,0,32,0,0
58,services,married,secondary,no,65.0,no,no,27,jun,162,1,no,False,False,True,0,0,162,0
46,management,married,tertiary,no,0.0,no,no,7,may,70,2,no,False,False,True,0,0,70,0
41,admin.,single,secondary,no,400.0,yes,no,4,jun,99,6,no,False,False,True,0,0,99,0
38,technician,single,secondary,no,311.0,yes,no,28,may,61,2,no,True,False,False,61,0,0,0
47,management,single,tertiary,no,0.0,no,no,11,jun,58,3,no,False,False,True,0,0,58,0
51,housemaid,married,primary,no,492.0,yes,no,20,may,142,3,no,False,False,True,0,0,142,0
61,management,married,tertiary,no,997.0,no,no,10,mar,106,1,yes,True,False,False,106,0,0,0
47,management,single,tertiary,no,440.0,no,no,21,aug,71,4,no,True,False,False,71,0,0,0
34,technician,married,secondary,no,47.0,no,no,25,aug,132,6,no,True,False,False,132,0,0,0
34,blue-collar,married,secondary,no,1298.0,yes,no,20,may,120,1,no,False,False,True,0,0,120,0
36,blue-collar,divorced,secondary,no,-11.0,no,no,5,jun,152,2,no,False,False,True,0,0,152,0
26,blue-collar,single,secondary,no,396.0,yes,no,28,may,302,1,no,True,False,False,302,0,0,1
35,management,married,tertiary,no,8.0,no,no,23,apr,93,3,yes,True,False,False,93,0,0,0
36,blue-collar,married,secondary,no,1409.0,no,no,17,jun,235,2,no,False,False,True,0,0,235,1
26,management,single,tertiary,no,170.0,no,no,15,may,129,1,yes,True,False,False,129,0,0,0
50,blue-collar,married,secondary,no,2320.0,yes,no,7,apr,310,1,no,True,False,False,310,0,0,1
28,technician,single,secondary,no,2034.0,yes,no,21,may,196,1,no,False,False,True,0,0,196,1
53,blue-collar,married,secondary,no,483.0,yes,no,3,feb,288,3,no,True,False,False,288,0,0,1
47,management,married,tertiary,no,0.0,no,no,27,oct,508,1,yes,True,False,False,508,0,0,1
42,blue-collar,single,primary,no,92.0,no,no,30,jul,86,2,no,True,False,False,86,0,0,0
42,technician,married,secondary,no,2.0,no,no,29,may,249,2,no,False,False,True,0,0,249,1
49,housemaid,married,primary,no,249.0,yes,no,21,nov,450,1,no,True,False,False,450,0,0,1
66,retired,married,primary,no,206.0,no,no,9,feb,479,1,yes,True,False,False,479,0,0,1
38,management,single,tertiary,no,0.0,no,no,24,jul,164,1,no,True,False,False,164,0,0,0
34,admin.,married,tertiary,no,37.0,no,no,6,feb,45,1,no,True,False,False,45,0,0,0
28,student,single,secondary,no,28.0,no,no,29,jan,220,2,no,True,False,False,220,0,0,1
40,admin.,single,secondary,no,1670.0,yes,no,18,jun,161,2,no,False,False,True,0,0,161,0
36,entrepreneur,married,secondary,no,134.0,no,no,20,may,98,1,no,False,False,True,0,0,98,0
52,retired,married,secondary,no,603.0,no,yes,9,jun,79,1,no,False,False,True,0,0,79,0
46,admin.,married,primary,no,276.0,yes,yes,6,may,157,2,no,False,False,True,0,0,157,0
25,technician,single,secondary,no,2157.0,yes,no,21,jul,339,1,no,True,False,False,339,0,0,1
52,blue-collar,married,secondary,no,161.0,yes,no,13,may,274,2,no,False,False,True,0,0,274,1
26,management,divorced,tertiary,yes,-402.0,no,yes,12,may,127,2,no,False,False,True,0,0,127,0
40,admin.,single,secondary,no,263.0,yes,no,6,may,231,1,no,False,False,True,0,0,231,1
33,admin.,married,secondary,no,95.0,yes,no,30,apr,335,1,yes,True,False,False,335,0,0,1
46,technician,divorced,secondary,no,-824.0,yes,no,7,aug,429,3,yes,True,False,False,429,0,0,1
31,blue-collar,married,secondary,no,191.0,yes,no,2,jun,40,1,no,False,False,True,0,0,40,0
44,blue-collar,married,primary,no,420.0,yes,no,7,may,110,2,no,False,False,True,0,0,110,0
35,admin.,married,secondary,no,0.0,no,no,7,may,326,3,no,False,False,True,0,0,326,1
51,admin.,married,secondary,no,423.0,yes,yes,16,oct,95,1,no,True,False,False,95,0,0,0
51,management,married,tertiary,no,-892.0,yes,yes,14,aug,248,2,no,True,False,False,248,0,0,1
47,technician,married,secondary,no,-938.0,yes,no,28,may,176,2,no,False,False,True,0,0,176,1
47,admin.,divorced,secondary,no,1139.0,yes,no,11,jul,106,2,no,True,False,False,106,0,0,0
47,blue-collar,married,secondary,yes,-614.0,yes,no,26,may,118,2,no,False,False,True,0,0,118,0
36,management,divorced,tertiary,no,608.0,no,no,26,aug,125,2,no,True,False,False,125,0,0,0
31,blue-collar,married,secondary,no,1495.0,yes,yes,23,may,159,3,no,False,False,True,0,0,159,0
49,admin.,married,secondary,no,381.0,no,no,5,aug,504,2,no,True,False,False,504,0,0,1
27,blue-collar,married,secondary,no,362.0,yes,no,14,may,332,2,no,False,False,True,0,0,332,1
45,admin.,married,secondary,no,194.0,no,no,31,jul,517,4,no,True,False,False,517,0,0,1
49,technician,married,tertiary,no,1843.0,yes,no,25,may,269,1,no,True,False,False,269,0,0,1
47,technician,married,secondary,no,-9.0,no,no,14,aug,457,2,no,True,False,False,457,0,0,1
42,housemaid,married,primary,no,83.0,no,yes,7,aug,184,1,no,True,False,False,184,0,0,1
50,entrepreneur,married,tertiary,no,433.0,yes,no,18,may,47,4,no,True,False,False,47,0,0,0
37,admin.,married,secondary,no,-107.0,yes,no,28,may,158,2,no,False,False,True,0,0,158,0
40,services,married,secondary,no,51.0,yes,no,11,may,50,1,no,True,False,False,50,0,0,0
57,retired,married,secondary,no,49.0,yes,yes,25,aug,93,4,no,True,False,False,93,0,0,0
49,technician,married,secondary,no,-147.0,yes,no,20,apr,390,1,no,True,False,False,390,0,0,1
35,services,married,secondary,no,0.0,yes,no,18,may,146,2,no,True,False,False,146,0,0,0
28,blue-collar,single,secondary,no,0.0,yes,no,28,may,386,1,no,False,False,True,0,0,386,1
31,admin.,single,secondary,no,-407.0,no,yes,7,jul,230,1,no,True,False,False,230,0,0,1
49,management,single,primary,no,1040.0,no,no,8,jul,474,2,no,True,False,False,474,0,0,1
30,unemployed,married,secondary,no,142.0,yes,no,20,may,350,4,no,False,False,True,0,0,350,1
32,blue-collar,single,secondary,no,1670.0,yes,no,18,may,183,1,no,True,False,False,183,0,0,1
62,unknown,married,secondary,no,367.0,no,no,2,mar,139,5,no,False,True,False,0,139,0,1
25,admin.,single,tertiary,no,1420.0,no,no,8,apr,124,2,no,True,False,False,124,0,0,0
38,management,married,tertiary,no,1198.0,yes,no,2,feb,63,1,no,True,False,False,63,0,0,0
41,entrepreneur,married,secondary,no,1249.0,yes,no,9,jul,391,1,no,True,False,False,391,0,0,1
27,management,single,tertiary,no,212.0,yes,no,15,may,373,1,no,True,False,False,373,0,0,1
37,technician,divorced,secondary,no,23.0,no,no,20,aug,289,2,no,True,False,False,289,0,0,1
35,admin.,divorced,tertiary,no,1555.0,yes,no,9,may,26,2,no,False,False,True,0,0,26,0
40,blue-collar,married,secondary,no,61.0,yes,no,7,may,112,3,no,False,False,True,0,0,112,0
38,management,single,tertiary,no,0.0,yes,no,17,nov,213,2,no,True,False,False,213,0,0,1
53,management,married,primary,no,2096.0,no,no,9,jun,104,1,no,False,False,True,0,0,104,0
59,blue-collar,married,primary,no,748.0,no,no,29,may,184,1,no,False,False,True,0,0,184,1
52,admin.,married,secondary,no,395.0,yes,no,15,may,391,3,no,False,False,True,0,0,391,1
55,blue-collar,married,secondary,no,1011.0,yes,no,12,aug,112,2,no,True,False,False,112,0,0,0
56,blue-collar,married,primary,no,420.0,yes,no,9,may,76,1,no,False,False,True,0,0,76,0
32,admin.,married,secondary,no,76.0,yes,no,21,may,189,2,no,False,False,True,0,0,189,1
24,blue-collar,married,secondary,no,0.0,no,no,28,may,94,1,no,False,False,True,0,0,94,0
51,blue-collar,married,primary,no,844.0,yes,no,29,may,184,3,no,False,False,True,0,0,184,1
36,management,married,tertiary,no,1318.0,yes,no,7,aug,100,2,no,True,False,False,100,0,0,0
36,technician,married,tertiary,no,167.0,yes,no,28,jan,57,1,no,True,False,False,57,0,0,0
42,management,married,tertiary,no,2187.0,yes,no,17,nov,525,3,yes,True,False,False,525,0,0,1
36,management,married,secondary,no,80.0,yes,no,30,may,251,3,no,True,False,False,251,0,0,1
27,management,single,tertiary,yes,0.0,no,yes,8,jul,46,1,no,True,False,False,46,0,0,0
38,entrepreneur,married,tertiary,no,0.0,yes,no,18,nov,185,3,no,True,False,False,185,0,0,1
45,technician,married,secondary,no,49.0,no,no,16,jul,65,2,no,True,False,False,65,0,0,0
44,housemaid,married,tertiary,no,460.0,no,no,17,jun,491,1,no,False,False,True,0,0,491,1
42,technician,married,secondary,no,613.0,yes,no,11,may,432,2,no,True,False,False,432,0,0,1
44,services,married,secondary,no,1989.0,yes,yes,20,apr,106,2,no,True,False,False,106,0,0,0
48,technician,married,secondary,no,17.0,yes,yes,17,nov,81,1,no,True,False,False,81,0,0,0
37,management,married,tertiary,no,1698.0,yes,no,6,jun,95,2,no,False,False,True,0,0,95,0
39,services,single,secondary,no,1420.0,no,no,15,oct,5,1,no,False,False,True,0,0,5,0
38,management,single,tertiary,no,1704.0,no,no,1,sep,222,1,no,True,False,False,222,0,0,1
32,services,married,secondary,no,162.0,yes,no,14,may,297,2,no,False,False,True,0,0,297,1
35,blue-collar,married,secondary,no,243.0,yes,no,20,apr,41,3,no,True,False,False,41,0,0,0
24,student,single,secondary,no,1847.0,no,no,9,dec,390,1,no,True,False,False,390,0,0,1
58,blue-collar,married,primary,no,0.0,yes,no,29,may,535,2,no,False,False,True,0,0,535,1
55,management,married,tertiary,no,171.0,yes,no,8,aug,73,6,no,True,False,False,73,0,0,0
28,admin.,married,secondary,no,934.0,yes,no,4,jul,264,2,no,False,False,True,0,0,264,1
48,blue-collar,married,secondary,no,-19.0,no,yes,4,jul,270,1,no,False,False,True,0,0,270,1
51,management,single,tertiary,yes,-55.0,yes,no,18,aug,119,6,no,True,False,False,119,0,0,0
27,blue-collar,single,secondary,no,14.0,no,no,14,may,72,2,no,False,False,True,0,0,72,0
